category,id,component,canonical_source,reference_art,design,required_variants,art_status,runtime_status,production_outstanding,scope
fighter_universal,vale.jump_fall,Vale jump fall,game/Main.Rendering.cs;src/StrikeLedger.Core/SimulationState.cs;docs/08_CONTENT_AND_PRESENTATION.md,fighters/vale/universal.png;fighters/vale/identity.png,Feet anticipate landing,P1/P2 palette;left/right facing;entry/hold/exit;hitstop;replay seek,assigned_design_reference,not_integrated,"Reference may share related pose; production requires dedicated temporal frames, all contact/entry/exit phases, pivots, mirror palette and facing verification",current_contract
fighter_universal,vale.super_jump,Vale super jump,game/Main.Rendering.cs;src/StrikeLedger.Core/SimulationState.cs;docs/08_CONTENT_AND_PRESENTATION.md,fighters/vale/supplemental.png;fighters/vale/identity.png,Stronger release and distinct tucked ascent,P1/P2 palette;left/right facing;entry/hold/exit;hitstop;replay seek,assigned_design_reference,not_integrated,"Reference may share related pose; production requires dedicated temporal frames, all contact/entry/exit phases, pivots, mirror palette and facing verification",current_contract
fighter_universal,vale.land,Vale land,game/Main.Rendering.cs;src/StrikeLedger.Core/SimulationState.cs;docs/08_CONTENT_AND_PRESENTATION.md,fighters/vale/universal.png;fighters/vale/identity.png,Foot compression and balance recovery,P1/P2 palette;left/right facing;entry/hold/exit;hitstop;replay seek,assigned_design_reference,not_integrated,"Reference may share related pose; production requires dedicated temporal frames, all contact/entry/exit phases, pivots, mirror palette and facing verification",current_contract
fighter_universal,vale.block_high,Vale block high,game/Main.Rendering.cs;src/StrikeLedger.Core/SimulationState.cs;docs/08_CONTENT_AND_PRESENTATION.md,fighters/vale/universal.png;fighters/vale/identity.png,Upright forearm shield,P1/P2 palette;left/right facing;entry/hold/exit;hitstop;replay seek,assigned_design_reference,not_integrated,"Reference may share related pose; production requires dedicated temporal frames, all contact/entry/exit phases, pivots, mirror palette and facing verification",current_contract
fighter_universal,vale.block_low,Vale block low,game/Main.Rendering.cs;src/StrikeLedger.Core/SimulationState.cs;docs/08_CONTENT_AND_PRESENTATION.md,fighters/vale/universal.png;fighters/vale/identity.png,Crouched low coverage,P1/P2 palette;left/right facing;entry/hold/exit;hitstop;replay seek,assigned_design_reference,not_integrated,"Reference may share related pose; production requires dedicated temporal frames, all contact/entry/exit phases, pivots, mirror palette and facing verification",current_contract
fighter_universal,vale.parry_high,Vale parry high,game/Main.Rendering.cs;src/StrikeLedger.Core/SimulationState.cs;docs/08_CONTENT_AND_PRESENTATION.md,fighters/vale/universal.png;fighters/vale/identity.png,Open forward hand/forearm interception,P1/P2 palette;left/right facing;entry/hold/exit;hitstop;replay seek,assigned_design_reference,not_integrated,"Reference may share related pose; production requires dedicated temporal frames, all contact/entry/exit phases, pivots, mirror palette and facing verification",current_contract
fighter_universal,vale.parry_low,Vale parry low,game/Main.Rendering.cs;src/StrikeLedger.Core/SimulationState.cs;docs/08_CONTENT_AND_PRESENTATION.md,fighters/vale/universal.png;fighters/vale/identity.png,Low open-hand interception,P1/P2 palette;left/right facing;entry/hold/exit;hitstop;replay seek,assigned_design_reference,not_integrated,"Reference may share related pose; production requires dedicated temporal frames, all contact/entry/exit phases, pivots, mirror palette and facing verification",current_contract
fighter_universal,vale.parry_air,Vale parry air,game/Main.Rendering.cs;src/StrikeLedger.Core/SimulationState.cs;docs/08_CONTENT_AND_PRESENTATION.md,fighters/vale/supplemental.png;fighters/vale/identity.png,Airborne open interception,P1/P2 palette;left/right facing;entry/hold/exit;hitstop;replay seek,assigned_design_reference,not_integrated,"Reference may share related pose; production requires dedicated temporal frames, all contact/entry/exit phases, pivots, mirror palette and facing verification",current_contract
fighter_universal,vale.parry_red_high,Vale parry red high,game/Main.Rendering.cs;src/StrikeLedger.Core/SimulationState.cs;docs/08_CONTENT_AND_PRESENTATION.md,fighters/vale/supplemental.png;fighters/vale/identity.png,Sharp upright interception after guard,P1/P2 palette;left/right facing;entry/hold/exit;hitstop;replay seek,assigned_design_reference,not_integrated,"Reference may share related pose; production requires dedicated temporal frames, all contact/entry/exit phases, pivots, mirror palette and facing verification",current_contract
fighter_universal,vale.parry_red_low,Vale parry red low,game/Main.Rendering.cs;src/StrikeLedger.Core/SimulationState.cs;docs/08_CONTENT_AND_PRESENTATION.md,fighters/vale/supplemental.png;fighters/vale/identity.png,Sharp low interception after guard,P1/P2 palette;left/right facing;entry/hold/exit;hitstop;replay seek,assigned_design_reference,not_integrated,"Reference may share related pose; production requires dedicated temporal frames, all contact/entry/exit phases, pivots, mirror palette and facing verification",current_contract
fighter_universal,vale.hit_high,Vale hit high,game/Main.Rendering.cs;src/StrikeLedger.Core/SimulationState.cs;docs/08_CONTENT_AND_PRESENTATION.md,fighters/vale/universal.png;fighters/vale/supplemental.png;fighters/vale/identity.png,Head/upper torso recoil,P1/P2 palette;left/right facing;entry/hold/exit;hitstop;replay seek,assigned_design_reference,not_integrated,"Reference may share related pose; production requires dedicated temporal frames, all contact/entry/exit phases, pivots, mirror palette and facing verification",current_contract
fighter_universal,vale.hit_low,Vale hit low,game/Main.Rendering.cs;src/StrikeLedger.Core/SimulationState.cs;docs/08_CONTENT_AND_PRESENTATION.md,fighters/vale/supplemental.png;fighters/vale/identity.png,Hip/knee recoil,P1/P2 palette;left/right facing;entry/hold/exit;hitstop;replay seek,assigned_design_reference,not_integrated,"Reference may share related pose; production requires dedicated temporal frames, all contact/entry/exit phases, pivots, mirror palette and facing verification",current_contract
fighter_universal,vale.hit_air,Vale hit air,game/Main.Rendering.cs;src/StrikeLedger.Core/SimulationState.cs;docs/08_CONTENT_AND_PRESENTATION.md,fighters/vale/supplemental.png;fighters/vale/identity.png,Airborne recoiling silhouette,P1/P2 palette;left/right facing;entry/hold/exit;hitstop;replay seek,assigned_design_reference,not_integrated,"Reference may share related pose; production requires dedicated temporal frames, all contact/entry/exit phases, pivots, mirror palette and facing verification",current_contract
fighter_universal,vale.throw_victim,Vale throw victim,game/Main.Rendering.cs;src/StrikeLedger.Core/SimulationState.cs;docs/08_CONTENT_AND_PRESENTATION.md,fighters/vale/supplemental.png;fighters/vale/identity.png,Paired captured/compressed/rotated/released poses,P1/P2 palette;left/right facing;entry/hold/exit;hitstop;replay seek,assigned_design_reference,not_integrated,"Reference may share related pose; production requires dedicated temporal frames, all contact/entry/exit phases, pivots, mirror palette and facing verification",current_contract
fighter_universal,vale.throw_tech,Vale throw tech,game/Main.Rendering.cs;src/StrikeLedger.Core/SimulationState.cs;docs/08_CONTENT_AND_PRESENTATION.md,fighters/vale/supplemental.png;fighters/vale/identity.png,Hands disengage with retreat,P1/P2 palette;left/right facing;entry/hold/exit;hitstop;replay seek,assigned_design_reference,not_integrated,"Reference may share related pose; production requires dedicated temporal frames, all contact/entry/exit phases, pivots, mirror palette and facing verification",current_contract
fighter_universal,vale.knockdown_fall,Vale knockdown fall,game/Main.Rendering.cs;src/StrikeLedger.Core/SimulationState.cs;docs/08_CONTENT_AND_PRESENTATION.md,fighters/vale/supplemental.png;fighters/vale/identity.png,Tumble to horizontal impact,P1/P2 palette;left/right facing;entry/hold/exit;hitstop;replay seek,assigned_design_reference,not_integrated,"Reference may share related pose; production requires dedicated temporal frames, all contact/entry/exit phases, pivots, mirror palette and facing verification",current_contract
fighter_universal,vale.knockdown_ground,Vale knockdown ground,game/Main.Rendering.cs;src/StrikeLedger.Core/SimulationState.cs;docs/08_CONTENT_AND_PRESENTATION.md,fighters/vale/universal.png;fighters/vale/identity.png,Grounded rest on back/side,P1/P2 palette;left/right facing;entry/hold/exit;hitstop;replay seek,assigned_design_reference,not_integrated,"Reference may share related pose; production requires dedicated temporal frames, all contact/entry/exit phases, pivots, mirror palette and facing verification",current_contract
fighter_universal,vale.wakeup,Vale wakeup,game/Main.Rendering.cs;src/StrikeLedger.Core/SimulationState.cs;docs/08_CONTENT_AND_PRESENTATION.md,fighters/vale/supplemental.png;fighters/vale/identity.png,Roll/kneel/rise;no authored root drift,P1/P2 palette;left/right facing;entry/hold/exit;hitstop;replay seek,assigned_design_reference,not_integrated,"Reference may share related pose; production requires dedicated temporal frames, all contact/entry/exit phases, pivots, mirror palette and facing verification",current_contract
fighter_universal,vale.dizzy,Vale dizzy,game/Main.Rendering.cs;src/StrikeLedger.Core/SimulationState.cs;docs/08_CONTENT_AND_PRESENTATION.md,fighters/vale/supplemental.png;fighters/vale/identity.png,Slack guard;orbit glyphs separate,P1/P2 palette;left/right facing;entry/hold/exit;hitstop;replay seek,assigned_design_reference,not_integrated,"Reference may share related pose; production requires dedicated temporal frames, all contact/entry/exit phases, pivots, mirror palette and facing verification",current_contract
fighter_universal,vale.taunt,Vale taunt,game/Main.Rendering.cs;src/StrikeLedger.Core/SimulationState.cs;docs/08_CONTENT_AND_PRESENTATION.md,fighters/vale/supplemental.png;fighters/vale/identity.png,Original compact self-directed gesture,P1/P2 palette;left/right facing;entry/hold/exit;hitstop;replay seek,assigned_design_reference,not_integrated,"Reference may share related pose; production requires dedicated temporal frames, all contact/entry/exit phases, pivots, mirror palette and facing verification",current_contract
fighter_universal,vale.intro,Vale intro,game/Main.Rendering.cs;src/StrikeLedger.Core/SimulationState.cs;docs/08_CONTENT_AND_PRESENTATION.md,fighters/vale/supplemental.png;fighters/vale/identity.png,Enter stance from relaxed posture,P1/P2 palette;left/right facing;entry/hold/exit;hitstop;replay seek,assigned_design_reference,not_integrated,"Reference may share related pose; production requires dedicated temporal frames, all contact/entry/exit phases, pivots, mirror palette and facing verification",current_contract
fighter_universal,vale.win,Vale win,game/Main.Rendering.cs;src/StrikeLedger.Core/SimulationState.cs;docs/08_CONTENT_AND_PRESENTATION.md,fighters/vale/supplemental.png;fighters/vale/identity.png,Original restrained victory gesture,P1/P2 palette;left/right facing;entry/hold/exit;hitstop;replay seek,assigned_design_reference,not_integrated,"Reference may share related pose; production requires dedicated temporal frames, all contact/entry/exit phases, pivots, mirror palette and facing verification",current_contract
fighter_universal,vale.defeat,Vale defeat,game/Main.Rendering.cs;src/StrikeLedger.Core/SimulationState.cs;docs/08_CONTENT_AND_PRESENTATION.md,fighters/vale/supplemental.png;fighters/vale/identity.png,Grounded loss/KO hold,P1/P2 palette;left/right facing;entry/hold/exit;hitstop;replay seek,assigned_design_reference,not_integrated,"Reference may share related pose; production requires dedicated temporal frames, all contact/entry/exit phases, pivots, mirror palette and facing verification",current_contract
fighter_universal,vale.draw,Vale draw,game/Main.Rendering.cs;src/StrikeLedger.Core/SimulationState.cs;docs/08_CONTENT_AND_PRESENTATION.md,fighters/vale/supplemental.png;fighters/vale/identity.png,Recover to mutual guarded rest,P1/P2 palette;left/right facing;entry/hold/exit;hitstop;replay seek,assigned_design_reference,not_integrated,"Reference may share related pose; production requires dedicated temporal frames, all contact/entry/exit phases, pivots, mirror palette and facing verification",current_contract
fighter_identity,vale.full_body_p1,Vale full body p1,docs/08_CONTENT_AND_PRESENTATION.md;game/Main.Menus.cs,fighters/vale/identity.png,Preserve original silhouette and expression across crops; mirror palette must be legible in grayscale,P1/P2;left/right facing;small/large crop,assigned_design_reference,not_integrated,Crop/repaint to exact viewport use; clear surrounding labels/background; verify face at target pixels; add mirrored crop if needed,current_contract
fighter_identity,vale.full_body_p2,Vale full body p2,docs/08_CONTENT_AND_PRESENTATION.md;game/Main.Menus.cs,fighters/vale/identity.png,Preserve original silhouette and expression across crops; mirror palette must be legible in grayscale,P1/P2;left/right facing;small/large crop,assigned_design_reference,not_integrated,Crop/repaint to exact viewport use; clear surrounding labels/background; verify face at target pixels; add mirrored crop if needed,current_contract
fighter_identity,vale.neutral_portrait,Vale neutral portrait,docs/08_CONTENT_AND_PRESENTATION.md;game/Main.Menus.cs,fighters/vale/identity.png,Preserve original silhouette and expression across crops; mirror palette must be legible in grayscale,P1/P2;left/right facing;small/large crop,assigned_design_reference,not_integrated,Crop/repaint to exact viewport use; clear surrounding labels/background; verify face at target pixels; add mirrored crop if needed,current_contract
fighter_identity,vale.versus_portrait,Vale versus portrait,docs/08_CONTENT_AND_PRESENTATION.md;game/Main.Menus.cs,fighters/vale/identity.png,Preserve original silhouette and expression across crops; mirror palette must be legible in grayscale,P1/P2;left/right facing;small/large crop,assigned_design_reference,not_integrated,Crop/repaint to exact viewport use; clear surrounding labels/background; verify face at target pixels; add mirrored crop if needed,current_contract
fighter_identity,vale.victory_portrait,Vale victory portrait,docs/08_CONTENT_AND_PRESENTATION.md;game/Main.Menus.cs,fighters/vale/identity.png,Preserve original silhouette and expression across crops; mirror palette must be legible in grayscale,P1/P2;left/right facing;small/large crop,assigned_design_reference,not_integrated,Crop/repaint to exact viewport use; clear surrounding labels/background; verify face at target pixels; add mirrored crop if needed,current_contract
fighter_identity,vale.defeat_portrait,Vale defeat portrait,docs/08_CONTENT_AND_PRESENTATION.md;game/Main.Menus.cs,fighters/vale/identity.png,Preserve original silhouette and expression across crops; mirror palette must be legible in grayscale,P1/P2;left/right facing;small/large crop,assigned_design_reference,not_integrated,Crop/repaint to exact viewport use; clear surrounding labels/background; verify face at target pixels; add mirrored crop if needed,current_contract
fighter_identity,vale.small_hud_portrait,Vale small hud portrait,docs/08_CONTENT_AND_PRESENTATION.md;game/Main.Menus.cs,fighters/vale/identity.png,Preserve original silhouette and expression across crops; mirror palette must be legible in grayscale,P1/P2;left/right facing;small/large crop,assigned_design_reference,not_integrated,Crop/repaint to exact viewport use; clear surrounding labels/background; verify face at target pixels; add mirrored crop if needed,current_contract
fighter_identity,vale.select_thumbnail,Vale select thumbnail,docs/08_CONTENT_AND_PRESENTATION.md;game/Main.Menus.cs,fighters/vale/identity.png,Preserve original silhouette and expression across crops; mirror palette must be legible in grayscale,P1/P2;left/right facing;small/large crop,assigned_design_reference,not_integrated,Crop/repaint to exact viewport use; clear surrounding labels/background; verify face at target pixels; add mirrored crop if needed,current_contract
fighter_move,rook.s_lp,Rook / S LP,data/fighters/rook.json#/moves/0,fighters/rook/normals.png,"Original s_lp key-pose direction; One canonical move, dedicated action silhouette; transitions may share compatible stance cels.","lp;startup[0,3);active[3,5);recovery[5,12);both facings;P1/P2 palette",assigned_design_reference,not_integrated,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification,current_contract
fighter_move,rook.s_mp,Rook / S MP,data/fighters/rook.json#/moves/1,fighters/rook/normals.png,"Original s_mp key-pose direction; One canonical move, dedicated action silhouette; transitions may share compatible stance cels.","mp;startup[0,5);active[5,8);recovery[8,20);both facings;P1/P2 palette",assigned_design_reference,not_integrated,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification,current_contract
fighter_move,rook.s_hp,Rook / S HP,data/fighters/rook.json#/moves/2,fighters/rook/normals.png,"Original s_hp key-pose direction; One canonical move, dedicated action silhouette; transitions may share compatible stance cels.","hp;startup[0,8);active[8,12);recovery[12,31);both facings;P1/P2 palette",assigned_design_reference,not_integrated,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification,current_contract
fighter_move,rook.s_lk,Rook / S LK,data/fighters/rook.json#/moves/3,fighters/rook/normals.png,"Original s_lk key-pose direction; One canonical move, dedicated action silhouette; transitions may share compatible stance cels.","lk;startup[0,3);active[3,5);recovery[5,12);both facings;P1/P2 palette",assigned_design_reference,not_integrated,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification,current_contract
fighter_move,rook.s_mk,Rook / S MK,data/fighters/rook.json#/moves/4,fighters/rook/normals.png,"Original s_mk key-pose direction; One canonical move, dedicated action silhouette; transitions may share compatible stance cels.","mk;startup[0,5);active[5,8);recovery[8,20);both facings;P1/P2 palette",assigned_design_reference,not_integrated,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification,current_contract
fighter_move,rook.s_hk,Rook / S HK,data/fighters/rook.json#/moves/5,fighters/rook/normals.png,"Original s_hk key-pose direction; One canonical move, dedicated action silhouette; transitions may share compatible stance cels.","hk;startup[0,8);active[8,12);recovery[12,31);both facings;P1/P2 palette",assigned_design_reference,not_integrated,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification,current_contract
fighter_move,rook.c_lp,Rook / C LP,data/fighters/rook.json#/moves/6,fighters/rook/normals.png,"Original c_lp key-pose direction; One canonical move, dedicated action silhouette; transitions may share compatible stance cels.","lp;startup[0,3);active[3,5);recovery[5,12);both facings;P1/P2 palette",assigned_design_reference,not_integrated,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification,current_contract
fighter_move,rook.c_mp,Rook / C MP,data/fighters/rook.json#/moves/7,fighters/rook/normals.png,"Original c_mp key-pose direction; One canonical move, dedicated action silhouette; transitions may share compatible stance cels.","mp;startup[0,5);active[5,8);recovery[8,20);both facings;P1/P2 palette",assigned_design_reference,not_integrated,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification,current_contract
fighter_move,rook.c_hp,Rook / C HP,data/fighters/rook.json#/moves/8,fighters/rook/normals.png,"Original c_hp key-pose direction; One canonical move, dedicated action silhouette; transitions may share compatible stance cels.","hp;startup[0,8);active[8,12);recovery[12,31);both facings;P1/P2 palette",assigned_design_reference,not_integrated,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification,current_contract
fighter_move,rook.c_lk,Rook / C LK,data/fighters/rook.json#/moves/9,fighters/rook/normals.png,"Original c_lk key-pose direction; One canonical move, dedicated action silhouette; transitions may share compatible stance cels.","lk;startup[0,3);active[3,5);recovery[5,12);both facings;P1/P2 palette",assigned_design_reference,not_integrated,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification,current_contract
fighter_move,rook.c_mk,Rook / C MK,data/fighters/rook.json#/moves/10,fighters/rook/normals.png,"Original c_mk key-pose direction; One canonical move, dedicated action silhouette; transitions may share compatible stance cels.","mk;startup[0,5);active[5,8);recovery[8,20);both facings;P1/P2 palette",assigned_design_reference,not_integrated,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification,current_contract
fighter_move,rook.c_hk,Rook / C HK,data/fighters/rook.json#/moves/11,fighters/rook/normals.png,"Original c_hk key-pose direction; One canonical move, dedicated action silhouette; transitions may share compatible stance cels.","hk;startup[0,8);active[8,12);recovery[12,31);both facings;P1/P2 palette",assigned_design_reference,not_integrated,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification,current_contract
fighter_move,rook.j_lp,Rook / J LP,data/fighters/rook.json#/moves/12,fighters/rook/normals.png,"Original j_lp key-pose direction; One canonical move, dedicated action silhouette; transitions may share compatible stance cels.","lp;startup[0,3);active[3,5);recovery[5,12);both facings;P1/P2 palette",assigned_design_reference,not_integrated,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification,current_contract
fighter_move,rook.j_mp,Rook / J MP,data/fighters/rook.json#/moves/13,fighters/rook/normals.png,"Original j_mp key-pose direction; One canonical move, dedicated action silhouette; transitions may share compatible stance cels.","mp;startup[0,5);active[5,8);recovery[8,20);both facings;P1/P2 palette",assigned_design_reference,not_integrated,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification,current_contract
fighter_move,rook.j_hp,Rook / J HP,data/fighters/rook.json#/moves/14,fighters/rook/normals.png,"Original j_hp key-pose direction; One canonical move, dedicated action silhouette; transitions may share compatible stance cels.","hp;startup[0,8);active[8,12);recovery[12,31);both facings;P1/P2 palette",assigned_design_reference,not_integrated,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification,current_contract
fighter_move,rook.j_lk,Rook / J LK,data/fighters/rook.json#/moves/15,fighters/rook/normals.png,"Original j_lk key-pose direction; One canonical move, dedicated action silhouette; transitions may share compatible stance cels.","lk;startup[0,3);active[3,5);recovery[5,12);both facings;P1/P2 palette",assigned_design_reference,not_integrated,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification,current_contract
fighter_move,rook.j_mk,Rook / J MK,data/fighters/rook.json#/moves/16,fighters/rook/normals.png,"Original j_mk key-pose direction; One canonical move, dedicated action silhouette; transitions may share compatible stance cels.","mk;startup[0,5);active[5,8);recovery[8,20);both facings;P1/P2 palette",assigned_design_reference,not_integrated,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification,current_contract
fighter_move,rook.j_hk,Rook / J HK,data/fighters/rook.json#/moves/17,fighters/rook/normals.png,"Original j_hk key-pose direction; One canonical move, dedicated action silhouette; transitions may share compatible stance cels.","hk;startup[0,8);active[8,12);recovery[12,31);both facings;P1/P2 palette",assigned_design_reference,not_integrated,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification,current_contract
fighter_move,rook.close_mp,Rook / Close MP,data/fighters/rook.json#/moves/18,fighters/rook/normals.png;fighters/rook/supplemental.png,"Original close_mp key-pose direction; One canonical move, dedicated action silhouette; transitions may share compatible stance cels.","mp;startup[0,4);active[4,7);recovery[7,17);both facings;P1/P2 palette",assigned_design_reference,not_integrated,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification,current_contract
fighter_move,rook.close_hp,Rook / Close HP,data/fighters/rook.json#/moves/19,fighters/rook/normals.png;fighters/rook/supplemental.png,"Original close_hp key-pose direction; One canonical move, dedicated action silhouette; transitions may share compatible stance cels.","hp;startup[0,6);active[6,9);recovery[9,19);both facings;P1/P2 palette",assigned_design_reference,not_integrated,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification,current_contract
fighter_move,rook.command_fhp,Rook / Forward hammer,data/fighters/rook.json#/moves/20,fighters/rook/normals.png,"Original command_fhp key-pose direction; One canonical move, dedicated action silhouette; transitions may share compatible stance cels.","unique;startup[0,10);active[10,13);recovery[13,30);both facings;P1/P2 palette",assigned_design_reference,not_integrated,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification,current_contract
fighter_move,rook.leap_overhead,Rook / Leap strike,data/fighters/rook.json#/moves/21,fighters/rook/normals.png,"Original leap_overhead key-pose direction; One canonical move, dedicated action silhouette; transitions may share compatible stance cels.","unique;startup[0,17);active[17,20);recovery[20,39);both facings;P1/P2 palette",assigned_design_reference,not_integrated,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification,current_contract
fighter_move,rook.throw_forward,Rook / Forward throw,data/fighters/rook.json#/moves/22,fighters/rook/normals.png,"Original throw_forward key-pose direction; One canonical move, dedicated action silhouette; transitions may share compatible stance cels. Paired thrower/victim grabs, rotation and release must match canonical throw timeline; both fighter pairings and facings required.","unique;startup[0,3);active[3,5);recovery[5,29);both facings;P1/P2 palette",assigned_design_reference,not_integrated,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification,current_contract
fighter_move,rook.throw_back,Rook / Back throw,data/fighters/rook.json#/moves/23,fighters/rook/normals.png,"Original throw_back key-pose direction; One canonical move, dedicated action silhouette; transitions may share compatible stance cels. Paired thrower/victim grabs, rotation and release must match canonical throw timeline; both fighter pairings and facings required.","unique;startup[0,3);active[3,5);recovery[5,29);both facings;P1/P2 palette",assigned_design_reference,not_integrated,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification,current_contract
fighter_move,rook.pulse_l,Rook / Pulse shot L,data/fighters/rook.json#/moves/24,fighters/rook/techniques.png,"Original pulse key-pose direction; Family silhouette reference shared by L/M/H/EX; each variant needs its own cel-to-tick timeline, active pose/extension and follow-through. L compact, M expanded, H committed; EX has distinct twin-notch accent and authored multihit poses. Do not copy one complete clip for all variants. Caster recovery and projectile lifetime are separate; release at exact spawn_tick; no repeated spawn on loop.","l;startup[0,10);active[10,11);recovery[11,30);both facings;P1/P2 palette",assigned_design_reference,not_integrated,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification,current_contract
projectile,rook.pulse_l,Rook / Pulse shot L projectile,data/fighters/rook.json#/moves/24/projectile,effects/combat-atlas.png,Rook angular amber pulse core; ordinary/EX/super/return silhouettes distinct,spawn10;22000x22000milli;vx3000;life150;hits1;turnnone;left/right;P1/P2,assigned_design_reference,not_integrated,Create release/travel/contact/clash/dissipate cels and independent lifetime clock; extract projectile ID/move/age from read-only sim snapshot; honor canonical dimensions,current_contract
fighter_move,rook.pulse_m,Rook / Pulse shot M,data/fighters/rook.json#/moves/25,fighters/rook/techniques.png,"Original pulse key-pose direction; Family silhouette reference shared by L/M/H/EX; each variant needs its own cel-to-tick timeline, active pose/extension and follow-through. L compact, M expanded, H committed; EX has distinct twin-notch accent and authored multihit poses. Do not copy one complete clip for all variants. Caster recovery and projectile lifetime are separate; release at exact spawn_tick; no repeated spawn on loop.","m;startup[0,13);active[13,14);recovery[14,37);both facings;P1/P2 palette",assigned_design_reference,not_integrated,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification,current_contract
projectile,rook.pulse_m,Rook / Pulse shot M projectile,data/fighters/rook.json#/moves/25/projectile,effects/combat-atlas.png,Rook angular amber pulse core; ordinary/EX/super/return silhouettes distinct,spawn13;22000x22000milli;vx4000;life150;hits1;turnnone;left/right;P1/P2,assigned_design_reference,not_integrated,Create release/travel/contact/clash/dissipate cels and independent lifetime clock; extract projectile ID/move/age from read-only sim snapshot; honor canonical dimensions,current_contract
fighter_move,rook.pulse_h,Rook / Pulse shot H,data/fighters/rook.json#/moves/26,fighters/rook/techniques.png,"Original pulse key-pose direction; Family silhouette reference shared by L/M/H/EX; each variant needs its own cel-to-tick timeline, active pose/extension and follow-through. L compact, M expanded, H committed; EX has distinct twin-notch accent and authored multihit poses. Do not copy one complete clip for all variants. Caster recovery and projectile lifetime are separate; release at exact spawn_tick; no repeated spawn on loop.","h;startup[0,16);active[16,17);recovery[17,45);both facings;P1/P2 palette",assigned_design_reference,not_integrated,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification,current_contract
projectile,rook.pulse_h,Rook / Pulse shot H projectile,data/fighters/rook.json#/moves/26/projectile,effects/combat-atlas.png,Rook angular amber pulse core; ordinary/EX/super/return silhouettes distinct,spawn16;22000x22000milli;vx5000;life150;hits1;turnnone;left/right;P1/P2,assigned_design_reference,not_integrated,Create release/travel/contact/clash/dissipate cels and independent lifetime clock; extract projectile ID/move/age from read-only sim snapshot; honor canonical dimensions,current_contract
